,base,yng,mid,old
2018-12-13,38021997,19,5,96
2018-12-14,37707087,23,8,135
2018-12-15,38983208,24,2,90
2018-12-16,41952079,14,4,55
2018-12-17,38191880,11,4,79
2018-12-18,37248596,11,4,105
2018-12-19,37754770,18,9,85
2018-12-20,38954336,18,3,176
2018-12-21,40492039,11,2,206
2018-12-22,40217408,18,4,201
2018-12-23,41221855,16,3,115
2018-12-24,43788414,16,2,82
2018-12-25,41027660,22,2,140
2018-12-26,36283562,21,9,705
2018-12-27,36548553,29,8,670
2018-12-28,37688026,16,4,247
2018-12-29,38977781,20,7,166
2018-12-30,39511315,11,1,123
2018-12-31,55207485,14,3,123
2019-01-01,51817115,10,4,49
2019-01-02,35971691,13,4,97
2019-01-03,37283691,15,4,76
2019-01-04,36368197,30,8,108
2019-01-05,36618485,28,7,132
2019-01-06,39645665,24,5,93
2019-01-07,38134196,10,7,110
2019-01-08,35500962,20,3,97
2019-01-09,34898510,17,4,106
2019-01-10,34908552,15,6,142
2019-01-11,36880274,14,4,102
2019-01-12,37662820,19,5,132
2019-01-13,38855596,34,6,129
2019-01-14,39645616,26,5,100
2019-01-15,35463408,120,3,123
2019-01-16,35413450,90,3,562
2019-01-17,35812739,45,5,234
2019-01-18,36311897,27,8,157
2019-01-19,37901760,32,9,197
2019-01-20,39255409,20,11,152
2019-01-21,37269648,37,7,182
2019-01-22,36300490,20,8,159
2019-01-23,36593614,18,3,156
2019-01-24,36025424,15,6,141
2019-01-25,36893899,40,8,131
2019-01-26,38959845,21,7,82
2019-01-27,41750908,25,3,255
2019-01-28,37471802,13,9,149
2019-01-29,36562314,15,6,186
2019-01-30,36126578,11,7,129
2019-01-31,36905142,12,4,87
2019-02-01,38510807,19,6,81
2019-02-02,39103487,32,7,121
2019-02-03,41121143,29,6,152
2019-02-04,36663056,29,5,132
2019-02-05,36537232,20,3,199
2019-02-06,36581252,25,8,150
2019-02-07,37255664,22,13,251
2019-02-08,38153214,29,4,143
2019-02-09,40187147,15,5,95
2019-02-10,41502315,28,2,152
2019-02-11,40417215,49,11,109
2019-02-12,36838935,37,12,117
2019-02-13,37151736,15,8,114
2019-02-14,41152595,33,5,205
2019-02-15,39258346,29,9,243
2019-02-16,39501105,29,5,252
2019-02-17,40685635,28,8,165
2019-02-18,37701520,21,4,225
2019-02-19,38196191,18,8,85
2019-02-20,38144114,21,12,132
2019-02-21,38087575,13,4,125
2019-02-22,39310033,16,3,100
2019-02-23,39415057,16,4,70
2019-02-24,40925696,21,8,95
2019-02-25,38417517,19,3,100
2019-02-26,37406010,25,6,109
2019-02-27,38093471,27,4,102
2019-02-28,38163545,14,8,110
2019-03-01,38892389,21,12,130
2019-03-02,38680456,19,12,121
2019-03-03,40426412,18,7,218
2019-03-04,37010416,32,8,186
2019-03-05,37371542,23,7,188
2019-03-06,37431900,18,11,165
2019-03-07,37772522,15,6,132
2019-03-08,38731456,22,6,109
2019-03-09,41540536,18,5,112
2019-03-10,41328805,21,7,81
2019-03-11,37924987,14,3,83
2019-03-12,38220073,18,5,108
2019-03-13,39992308,29,3,87
2019-03-14,39528018,24,8,79
2019-03-15,39165151,28,2,155
2019-03-16,40244360,28,4,171
2019-03-17,42127127,27,9,103
2019-03-18,38975661,41,5,135
2019-03-19,38923023,37,7,180
2019-03-20,39509966,28,5,116
2019-03-21,41779232,25,8,101
2019-03-22,40602301,34,5,121
2019-03-23,42007483,18,1,94
2019-03-24,42640989,18,6,98
2019-03-25,39141262,20,6,82
2019-03-26,39312069,22,6,98
2019-03-27,39760965,26,4,116
2019-03-28,39833428,26,4,113
2019-03-29,40685970,23,5,93
2019-03-30,41462558,20,7,68
2019-03-31,43391491,24,4,71
2019-04-01,50695669,15,1,63
2019-04-02,39218903,36,4,82
2019-04-03,38809074,25,11,204
2019-04-04,38840424,19,8,126
2019-04-05,40059724,26,4,169
2019-04-06,41347207,22,5,104
2019-04-07,42568457,23,10,84
2019-04-08,38669853,21,4,131
2019-04-09,38291044,21,3,98
2019-04-10,39286273,11,2,84
2019-04-11,38657047,20,9,100
2019-04-12,37897256,13,2,88
2019-04-13,39513694,28,8,100
2019-04-14,41560564,7,15,84
2019-04-15,38300282,34,5,99
2019-04-16,38509139,22,5,95
2019-04-17,39128508,27,5,104
2019-04-18,38693900,24,5,85
2019-04-19,39651554,659,22,12328
2019-04-20,40513996,485,42,9413
2019-04-21,41932348,420,30,5707
2019-04-22,38752048,291,19,4799
2019-04-23,38892227,227,33,3255
2019-04-24,38948561,366,29,5372
2019-04-25,39282208,485,40,6981
2019-04-26,41210343,224,22,2481
2019-04-27,42005633,139,12,2238
2019-04-28,41944576,128,14,1780
2019-04-29,41642184,99,10,1062
2019-04-30,47966835,65,3,580
2019-05-01,47066905,29,12,348
2019-05-02,39998655,38,12,618
2019-05-03,40636681,75,11,616
2019-05-04,41958717,63,10,723
2019-05-05,43239485,37,9,471
2019-05-06,42604035,63,15,461
2019-05-07,37758329,45,11,549
2019-05-08,38313466,221,92,2860
2019-05-09,37977144,168,69,2453
2019-05-10,39181177,121,35,1561
2019-05-11,41077270,87,20,956
2019-05-12,42319986,35,13,532
2019-05-13,37805496,53,9,713
2019-05-14,38054439,43,16,457
2019-05-15,39040370,180,18,3570
2019-05-16,38634647,246,23,3993
2019-05-17,40202820,199,37,3347
2019-05-18,40962244,440,32,2902
2019-05-19,42706347,264,36,2445
2019-05-20,39960487,181,19,2794
2019-05-21,38119870,126,13,1939
2019-05-22,39577902,59,9,1151
2019-05-23,39634237,63,9,801
2019-05-24,40810752,52,9,910
2019-05-25,42748148,41,4,498
2019-05-26,44543307,30,14,534
2019-05-27,39865088,32,10,444
2019-05-28,39857480,53,7,738
2019-05-29,39895977,22,13,438
2019-05-30,40368961,36,7,520
2019-05-31,40599889,35,9,629
2019-06-01,42189469,37,9,573
2019-06-02,43347948,41,13,623
2019-06-03,40006203,48,19,1318
2019-06-04,40503856,156,34,4158
2019-06-05,40658499,271,39,7084
2019-06-06,39814393,135,37,3538
2019-06-07,41027841,126,27,3263
2019-06-08,41264780,154,10,1701
2019-06-09,42951414,115,11,1020
2019-06-10,39557124,87,14,1822
2019-06-11,40301738,139,17,3112
2019-06-12,42020103,99,18,2302
2019-06-13,39655374,166,12,3396
2019-06-14,41473348,150,13,2365
2019-06-15,42799840,73,9,1162
2019-06-16,43053268,65,5,922
2019-06-17,39062865,87,11,1373
2019-06-18,41451722,124,17,2289
2019-06-19,39784802,58,10,834
2019-06-20,39803789,41,5,717
2019-06-21,40883638,45,8,791
2019-06-22,42241601,42,3,602
2019-06-23,44690716,22,10,448
2019-06-24,40794696,35,6,490
2019-06-25,39643072,41,10,563
2019-06-26,40759058,36,7,553
2019-06-27,39892653,38,0,438
2019-06-28,41053262,39,8,544
2019-06-29,41808235,31,11,336
2019-06-30,44847717,24,1,295
2019-07-01,40892756,24,9,325
2019-07-02,39980423,24,6,317
2019-07-03,41538170,33,3,547
2019-07-04,40386447,30,8,649
2019-07-05,40616044,18,6,384
2019-07-06,44224744,25,11,290
2019-07-07,45742010,22,6,329
2019-07-08,41715901,20,3,288
2019-07-09,40843163,30,4,330
2019-07-10,42094216,31,5,300
2019-07-11,41028888,25,8,341
2019-07-12,36724597,12,6,416
2019-07-13,44978010,28,3,377
2019-07-14,45801637,28,7,307
2019-07-15,44620483,25,5,175
2019-07-16,40971880,25,6,283
2019-07-17,42265163,27,8,248
2019-07-18,44669394,33,8,735
2019-07-19,44293242,40,14,684
2019-07-20,45900225,20,5,283
2019-07-21,44435875,32,8,284
2019-07-22,43523820,17,5,275
2019-07-23,41907593,58,7,271
2019-07-24,42361718,77,9,608
2019-07-25,41376884,89,10,608
2019-07-26,42086419,30,7,387
2019-07-27,42726457,25,5,258
2019-07-28,44261009,22,6,212
2019-07-29,41379242,17,4,220
2019-07-30,40778287,23,6,242
2019-07-31,41424996,28,4,283
2019-08-01,42843409,16,6,285
2019-08-02,42357238,23,11,313
2019-08-03,44686409,32,9,426
2019-08-04,46632933,20,7,262
2019-08-05,41883342,26,5,374
2019-08-06,41420186,27,7,314
2019-08-07,41992248,27,9,327
2019-08-08,43220933,26,2,291
2019-08-09,44701934,23,9,337
2019-08-10,44215944,30,3,276
2019-08-11,44759577,44,16,359
2019-08-12,44064440,35,4,369
2019-08-13,43211896,61,23,420
2019-08-14,43589727,39,15,262
2019-08-15,43522529,27,11,272
2019-08-16,43834435,43,27,317
2019-08-17,44787940,61,32,338
2019-08-18,46417796,55,48,340
2019-08-19,41033302,65,49,381
2019-08-20,40713920,49,40,389
2019-08-21,41184314,54,29,358
2019-08-22,41452495,52,22,323
2019-08-23,42005299,29,9,253
2019-08-24,43069105,39,9,335
2019-08-25,45614807,43,9,283
2019-08-26,40069061,106,17,258
2019-08-27,40580622,51,12,302
2019-08-28,42014197,37,6,349
2019-08-29,41905603,25,7,276
2019-08-30,44422421,23,8,392
2019-08-31,43843255,25,11,567
2019-09-01,45813328,48,6,278
2019-09-02,40377148,27,9,218
2019-09-03,40357137,17,12,433
2019-09-04,40519895,45,13,351
2019-09-05,42223701,39,5,661
2019-09-06,41150106,128,16,942
2019-09-07,42032338,53,11,471
2019-09-08,46917430,37,4,244
2019-09-09,44721912,25,10,197
2019-09-10,40475863,24,4,228
2019-09-11,42365590,28,9,246
2019-09-12,41164520,43,23,227
2019-09-13,40822779,28,16,232
2019-09-14,42454717,38,21,254
2019-09-15,44278246,43,22,578
2019-09-16,43441260,42,20,440
2019-09-17,40838210,65,11,543
2019-09-18,40388220,44,15,395
2019-09-19,40134246,23,5,238
2019-09-20,41258206,25,13,373
2019-09-21,44103762,33,4,610
2019-09-22,45126843,29,7,305
2019-09-23,44443504,24,8,196
2019-09-24,41686925,20,9,263
2019-09-25,40538248,21,14,272
2019-09-26,40422714,21,17,238
2019-09-27,41141042,34,15,216
2019-09-28,42799766,26,6,179
2019-09-29,44827040,49,9,190
2019-09-30,41248653,33,8,225
2019-10-01,42131521,24,10,175
2019-10-02,37386675,28,7,190
2019-10-03,39812146,24,10,252
2019-10-04,40492687,18,5,168
2019-10-05,43413116,30,10,167
2019-10-06,44317579,23,8,172
2019-10-07,41126190,30,3,165
2019-10-08,40614103,21,9,173
2019-10-09,41032224,26,7,175
2019-10-10,43001190,18,6,164
2019-10-11,45900716,17,9,140
2019-10-12,58901160,22,7,120
2019-10-13,51312216,16,7,116
2019-10-14,45092382,18,5,119
2019-10-15,41215403,12,7,142
2019-10-16,40619340,25,5,170
2019-10-17,41003891,20,9,163
2019-10-18,41852040,21,10,169
2019-10-19,43299204,23,14,347
2019-10-20,45148700,36,4,370
2019-10-21,41797149,22,7,318
2019-10-22,44202974,19,5,155
2019-10-23,41773618,26,9,212
2019-10-24,39997408,22,8,576
2019-10-25,42002472,19,11,226
2019-10-26,43478227,13,8,148
2019-10-27,44877640,19,4,177
2019-10-28,41514355,35,7,354
2019-10-29,40821077,36,20,609
2019-10-30,41715642,29,8,612
2019-10-31,43701021,29,4,191
2019-11-01,42722019,18,5,126
2019-11-02,41745156,29,8,222
2019-11-03,42792180,17,5,176
2019-11-04,42201650,16,4,175
2019-11-05,39213927,26,9,272
2019-11-06,39346777,14,4,195
2019-11-07,39558200,10,5,210
2019-11-08,40703811,40,12,420
2019-11-09,42717468,110,9,2930
2019-11-10,44032400,67,8,1191
2019-11-11,41723896,40,6,793
2019-11-12,41212685,37,6,1077
2019-11-13,42534704,36,8,1005
2019-11-14,42209702,25,5,403
2019-11-15,41655077,35,6,311
2019-11-16,42847927,28,15,358
2019-11-17,44012905,17,7,176
2019-11-18,40482460,22,2,222
2019-11-19,40168447,28,8,243
2019-11-20,40562266,26,6,324
2019-11-21,40282671,29,2,670
2019-11-22,41045605,37,6,260
2019-11-23,42495589,59,9,185
2019-11-24,45008841,28,17,209
2019-11-25,40565296,35,7,346
2019-11-26,39940115,29,15,257
2019-11-27,43037684,41,4,543
2019-11-28,41027959,51,9,305
2019-11-29,41530432,40,8,253
2019-11-30,43574167,13,8,296
2019-12-01,45532283,39,12,608
2019-12-02,41998017,29,11,603
2019-12-03,42206815,34,5,727
2019-12-04,45957953,32,10,374
2019-12-05,42815596,27,3,261
2019-12-06,42861624,35,6,529
2019-12-07,44367146,26,9,331
2019-12-08,47372416,30,5,298
2019-12-09,42950325,26,8,211
2019-12-10,42773832,21,9,226
2019-12-11,44576610,35,2,243
2019-12-12,43519481,22,7,222
2019-12-13,42769427,28,3,295
2019-12-14,44150066,23,7,235
2019-12-15,46191215,27,8,167
2019-12-16,41965697,19,9,237
2019-12-17,41812635,42,9,442
2019-12-18,43515091,32,10,377
2019-12-19,43150733,40,8,946
2019-12-20,43606919,39,6,606
2019-12-21,44457721,27,8,386
2019-12-22,47506712,24,6,333
2019-12-23,44735239,15,5,279
2019-12-24,46509943,18,6,242
2019-12-25,46483967,35,8,381
2019-12-26,41559618,32,9,322
2019-12-27,43898867,23,7,315
2019-12-28,42407144,27,8,302
2019-12-29,41908264,33,13,317
2019-12-30,43429069,33,5,306
2019-12-31,59104963,23,3,203
2020-01-01,61587037,12,5,141
2020-01-02,42169615,18,5,140
2020-01-03,41983337,21,3,147
2020-01-04,41051192,15,6,145
2020-01-05,42771937,24,11,159
2020-01-06,40934037,37,4,342
2020-01-07,40847774,20,11,251
2020-01-08,40884529,12,8,154
2020-01-09,40296855,16,5,170
2020-01-10,42220640,22,17,202
2020-01-11,42991200,24,7,229
2020-01-12,42986278,31,11,155
2020-01-13,43750874,31,9,159
2020-01-14,40755817,26,5,176
2020-01-15,40227762,33,13,150
2020-01-16,40070328,24,8,173
2020-01-17,40927169,20,6,162
2020-01-18,42746549,26,4,134
2020-01-19,45038890,15,7,203
2020-01-20,42372764,12,5,177
2020-01-21,40728272,23,6,252
2020-01-22,41680349,22,5,217
2020-01-23,41778640,25,9,203
2020-01-24,42347451,15,11,233
2020-01-25,43184968,24,4,153
2020-01-26,44471057,19,6,145
2020-01-27,41687091,15,5,153
2020-01-28,41594497,25,7,245
2020-01-29,41680662,13,6,188
2020-01-30,41782394,20,5,155
2020-01-31,42389811,12,15,132
2020-02-01,45120315,13,7,123
2020-02-02,44996445,12,5,161
2020-02-03,41595712,10,6,183
2020-02-04,40428746,23,4,175
2020-02-05,41226351,17,3,155
2020-02-06,41292551,19,7,365
2020-02-07,42262913,34,7,276
2020-02-08,43948943,22,9,326
2020-02-09,46117819,19,5,269
2020-02-10,42587158,15,9,197
2020-02-11,43554485,20,3,155
2020-02-12,42005499,15,5,160
2020-02-13,42829142,29,6,443
2020-02-14,47517364,39,5,327
2020-02-15,45033985,34,5,421
2020-02-16,45745350,15,3,232
2020-02-17,41459827,24,3,200
2020-02-18,41766352,21,7,252
2020-02-19,42067837,27,3,306
2020-02-20,42799945,18,10,177
2020-02-21,43815724,14,14,168
2020-02-22,46683492,15,5,168
2020-02-23,46740668,26,7,148
2020-02-24,45838252,13,6,208
2020-02-25,43874668,18,3,236
2020-02-26,46508013,12,3,172
2020-02-27,48008965,19,3,207
2020-02-28,48987046,22,7,169
2020-02-29,50024293,21,4,129
2020-03-01,51079240,20,13,158
2020-03-02,46576294,43,4,188
2020-03-03,47588224,78,9,480
2020-03-04,47460948,36,7,235
2020-03-05,46539123,123,11,832
2020-03-06,48317171,66,5,502
2020-03-07,48640296,49,11,287
2020-03-08,50351030,38,7,190
2020-03-09,47415100,40,9,356
2020-03-10,46729130,37,6,254
2020-03-11,48114920,46,4,269
2020-03-12,47017677,37,8,215
2020-03-13,47841689,25,7,158
2020-03-14,49151535,27,3,124
2020-03-15,47968997,27,6,198
2020-03-16,45045010,19,4,147
2020-03-17,44744632,21,5,167
2020-03-18,45148295,23,7,179
2020-03-19,46989683,36,4,234
2020-03-20,48973263,29,6,216
2020-03-21,47880774,23,3,177
2020-03-22,47505892,19,5,158
2020-03-23,44512947,32,5,162
2020-03-24,45283996,21,3,174
2020-03-25,47703952,29,5,154
2020-03-26,48358775,56,9,254
2020-03-27,49288884,40,12,213
2020-03-28,50021866,43,13,200
2020-03-29,53571052,52,8,174
2020-03-30,52692027,67,6,211
2020-03-31,49260546,59,6,176
2020-04-01,52740775,38,8,189
2020-04-02,48808422,26,9,207
2020-04-03,49751241,24,5,171
2020-04-04,50399338,34,9,122
2020-04-05,51915132,44,9,160
2020-04-06,49799524,27,4,351
2020-04-07,51310587,28,3,173
2020-04-08,51844829,24,8,160
2020-04-09,49330006,22,5,175
2020-04-10,50089991,16,15,147
2020-04-11,51432005,26,5,146
2020-04-12,54086633,24,7,121
2020-04-13,49512791,15,5,131
2020-04-14,48498737,14,12,426
2020-04-15,48949030,18,7,191
2020-04-16,52072939,27,3,271
2020-04-17,52295218,25,3,268
2020-04-18,53051942,21,2,296
2020-04-19,54224038,31,1,407
2020-04-20,50518653,26,7,272
2020-04-21,51518887,24,2,176
2020-04-22,51096131,19,8,119
2020-04-23,51064758,38,3,132
2020-04-24,52047513,42,3,138
2020-04-25,52185256,42,3,141
2020-04-26,53856954,23,7,125
2020-04-27,51760529,22,3,122
2020-04-28,51779682,16,9,120
2020-04-29,47499647,15,6,90
2020-04-30,52194428,20,10,105
2020-05-01,53818357,16,3,104
2020-05-02,54398714,21,6,120
2020-05-03,54076266,17,6,133
2020-05-04,54974390,30,5,102
2020-05-05,54338907,21,4,125
2020-05-06,54503894,19,3,112
2020-05-07,48595330,22,7,130
2020-05-08,49873985,14,6,126
2020-05-09,51030200,24,8,183
2020-05-10,55664707,15,2,131
2020-05-11,51613327,12,3,92
2020-05-12,51985012,32,2,92
2020-05-13,52144502,21,7,137
2020-05-14,50934426,14,4,137
2020-05-15,53934826,14,3,119
2020-05-16,52476586,13,4,98
2020-05-17,53908516,44,6,93
2020-05-18,51507605,12,7,110
2020-05-19,50807933,21,3,152
2020-05-20,50693793,14,5,138
2020-05-21,51632228,12,3,106
2020-05-22,53234227,22,4,95
2020-05-23,52456987,15,8,93
2020-05-24,54395690,17,3,105
2020-05-25,52641101,15,5,110
2020-05-26,50486751,17,6,106
2020-05-27,51300970,14,3,134
2020-05-28,50547936,19,6,153
2020-05-29,53209554,18,4,114
2020-05-30,53037028,19,2,103
2020-05-31,54250389,15,6,148
2020-06-01,49502560,49,11,623
2020-06-02,46959438,39,6,357
2020-06-03,47227002,23,6,269
2020-06-04,47129460,26,4,262
2020-06-05,47255080,23,6,195
2020-06-06,49207182,25,6,111
2020-06-07,50214590,22,6,130
2020-06-08,46606025,11,12,124
2020-06-09,48493853,18,16,202
2020-06-10,48952528,18,9,165
2020-06-11,47757969,20,11,131
2020-06-12,50664898,15,8,111
2020-06-13,50601838,14,7,146
2020-06-14,53011468,23,6,110
2020-06-15,47708731,40,5,666
2020-06-16,46880881,29,9,340
2020-06-17,47526443,32,5,193
2020-06-18,47617479,17,4,160
2020-06-19,50747413,26,9,143
2020-06-20,51170394,13,9,118
2020-06-21,52480022,29,4,143
2020-06-22,48063070,27,7,537
2020-06-23,48189610,51,18,445
2020-06-24,48959217,35,25,337
2020-06-25,48485575,56,11,230
2020-06-26,49313785,16,10,156
2020-06-27,51971177,27,5,189
2020-06-28,52709744,28,12,149
2020-06-29,47922611,61,9,220
2020-06-30,48384036,77,12,267
2020-07-01,49198413,32,9,194
2020-07-02,48541813,26,8,179
2020-07-03,50072845,16,6,118
2020-07-04,50604434,27,11,114
2020-07-05,52288619,50,9,358
2020-07-06,50030659,21,6,153
2020-07-07,51939253,24,12,142
2020-07-08,50125850,19,6,112
2020-07-09,49204537,17,10,126
2020-07-10,49137951,19,8,133
2020-07-11,50810647,25,5,399
2020-07-12,52434842,31,25,219
2020-07-13,48198575,25,12,152
2020-07-14,47663013,27,10,165
2020-07-15,48155212,28,7,139
2020-07-16,48114514,23,9,179
2020-07-17,48212381,51,9,176
2020-07-18,54055414,21,2,129
2020-07-19,51167004,22,10,93
2020-07-20,48166257,14,6,119
2020-07-21,48257804,31,4,116
2020-07-22,49783046,21,2,148
2020-07-23,51096548,22,12,124
2020-07-24,52570881,19,5,171
2020-07-25,52285143,14,9,107
2020-07-26,56197988,23,4,91
2020-07-27,48400778,20,6,146
2020-07-28,48587803,23,16,117
2020-07-29,49101249,10,7,119
2020-07-30,49965388,17,7,124
2020-07-31,50539650,24,7,165
2020-08-01,53438950,25,2,101
2020-08-02,52634097,28,17,140
2020-08-03,48678507,26,9,137
2020-08-04,49446792,24,20,136
2020-08-05,50193562,19,10,138
2020-08-06,50066015,26,15,139
2020-08-07,51478464,25,8,169
2020-08-08,52719027,17,9,123
2020-08-09,52840238,22,5,112
2020-08-10,57445354,31,9,153
2020-08-11,55297004,28,7,212
2020-08-12,53931838,21,6,145
2020-08-13,53263273,29,11,144
2020-08-14,55395536,31,15,173
2020-08-15,55640168,21,9,126
2020-08-16,55957089,23,1,140
2020-08-17,50818180,20,5,110
2020-08-18,49626439,24,4,140
2020-08-19,50540659,34,13,168
2020-08-20,51390289,28,31,187
2020-08-21,52700263,28,21,169
2020-08-22,52987040,21,15,145
2020-08-23,52955026,26,11,186
2020-08-24,48789517,20,18,146
2020-08-25,48130888,18,11,134
2020-08-26,50040030,16,20,127
2020-08-27,48767314,15,8,127
2020-08-28,52607728,16,4,132
2020-08-29,53676473,15,18,136
2020-08-30,54714828,14,5,160
2020-08-31,51121707,22,5,117
2020-09-01,50108894,25,15,142
2020-09-02,48730381,19,8,117
2020-09-03,48391793,23,7,128
2020-09-04,50509607,22,5,145
2020-09-05,51700142,19,9,117
2020-09-06,57693313,19,8,92
2020-09-07,49615732,17,4,93
2020-09-08,49759559,11,4,150
2020-09-09,49259411,31,7,190
2020-09-10,45293688,27,9,154
2020-09-11,48181682,19,9,152
2020-09-12,55416469,21,2,103
2020-09-13,53626528,22,8,129
2020-09-14,48226994,14,1,177
2020-09-15,48873661,24,8,215
2020-09-16,49577082,50,15,1243
2020-09-17,49956852,31,17,407
2020-09-18,50663747,15,3,187
2020-09-19,51007034,19,6,167
2020-09-20,51421390,24,10,142
2020-09-21,50488101,18,14,165
2020-09-22,50561575,23,16,162
2020-09-23,47908483,27,11,206
2020-09-24,47291194,23,16,203
2020-09-25,48726877,21,13,184
2020-09-26,51854215,17,9,121
2020-09-27,54637015,21,7,110
2020-09-28,47612891,15,7,158
2020-09-29,47477218,18,4,196
2020-09-30,49220184,24,8,153
2020-10-01,48449612,40,7,152
2020-10-02,49296804,30,6,143
2020-10-03,51675415,32,10,131
2020-10-04,54014128,22,8,123
2020-10-05,48271144,26,5,135
2020-10-06,47219590,19,10,125
2020-10-07,47212279,23,3,249
2020-10-08,47434881,43,4,1764
2020-10-09,48460886,41,7,1332
2020-10-10,51843390,30,9,525
2020-10-11,52054821,30,3,520
2020-10-12,49045015,29,11,536
2020-10-13,48503681,35,8,549
2020-10-14,49061916,39,7,558
2020-10-15,48199848,25,5,351
2020-10-16,46770436,28,8,285
2020-10-17,50293217,32,4,198
2020-10-18,50980957,26,2,190
2020-10-19,47239201,31,14,179
2020-10-20,46494130,38,5,198
2020-10-21,45567512,35,7,220
2020-10-22,45350327,26,3,265
2020-10-23,46243950,28,5,175
2020-10-24,47464032,41,6,240
2020-10-25,48651951,22,9,177
2020-10-26,44784924,18,7,176
2020-10-27,42878648,24,6,201
2020-10-28,43179563,27,10,168
2020-10-29,43135651,35,4,224
2020-10-30,44577635,34,9,180
2020-10-31,49250658,30,6,147
2020-11-01,47750982,47,12,339
2020-11-02,43279736,24,8,181
2020-11-03,48215025,40,4,142
2020-11-04,43581711,19,10,124
2020-11-05,43059540,18,8,168
2020-11-06,43832275,37,8,298
2020-11-07,45706397,25,5,238
2020-11-08,47860471,16,4,127
2020-11-09,43174799,16,13,129
2020-11-10,42810150,11,2,125
2020-11-11,45241017,41,8,181
2020-11-12,42301609,10,3,156
2020-11-13,43950346,26,5,169
2020-11-14,45456341,20,11,120
2020-11-15,45668162,24,0,138
2020-11-16,43323240,15,6,136
2020-11-17,42231557,13,5,150
2020-11-18,43190535,22,9,158
2020-11-19,43941849,28,7,159
2020-11-20,44467951,11,11,205
2020-11-21,46416797,10,10,161
2020-11-22,47245222,23,5,133
2020-11-23,48064915,15,6,137
2020-11-24,42118257,14,8,140
2020-11-25,46036171,29,9,169
2020-11-26,42718085,17,10,189
2020-11-27,43804105,21,5,167
2020-11-28,46122140,18,9,135
2020-11-29,46507330,19,6,108
2020-11-30,43328161,15,3,146
2020-12-01,44969642,17,7,191
2020-12-02,45744587,50,2,151
2020-12-03,43714778,29,5,183
2020-12-04,45174828,41,6,145
2020-12-05,46363088,24,2,144
2020-12-06,46997096,18,4,130
2020-12-07,44094319,20,8,134
2020-12-08,43873276,15,7,134
2020-12-09,45689279,17,3,213
2020-12-10,45178148,15,10,240
2020-12-11,46360178,23,8,165
2020-12-12,47648299,16,4,165
2020-12-13,49129169,16,4,156
2020-12-14,47389115,20,4,316
2020-12-15,45208560,17,22,245
2020-12-16,45010567,26,5,158
2020-12-17,45368261,28,3,183
2020-12-18,46504442,32,7,168
2020-12-19,49160696,33,10,164
2020-12-20,51355523,14,8,158
2020-12-21,47964601,17,9,154
2020-12-22,46265020,16,3,148
2020-12-23,46886861,20,6,164
2020-12-24,53629252,21,10,133
2020-12-25,54867284,25,2,126
2020-12-26,49170441,24,5,125
2020-12-27,49204155,18,13,158
2020-12-28,48453641,15,5,182
2020-12-29,49068795,16,6,132
2020-12-30,51486374,13,5,152
2020-12-31,69125773,34,7,106
2021-01-01,70235596,24,4,84
2021-01-02,49713332,21,3,141
2021-01-03,49049552,24,5,107
2021-01-04,48084610,35,5,405
2021-01-05,46050471,69,14,745
2021-01-06,45647784,43,10,444
2021-01-07,49029372,25,6,229
2021-01-08,48544004,28,6,178
2021-01-09,50172999,27,5,191
2021-01-10,50619909,35,5,216
2021-01-11,50456060,50,2,191
2021-01-12,47227335,29,8,200
2021-01-13,46992790,32,8,191
2021-01-14,47238712,34,7,237
2021-01-15,48153479,35,11,157
2021-01-16,49541121,29,3,135
2021-01-17,49738239,16,9,103
2021-01-18,45449562,28,4,149
2021-01-19,47016707,19,12,202
2021-01-20,47466155,20,5,235
2021-01-21,47002242,34,2,180
2021-01-22,49574272,20,6,160
2021-01-23,52195823,30,7,129
2021-01-24,51428221,26,8,109
2021-01-25,47378479,25,7,139
2021-01-26,46353092,27,7,183
2021-01-27,47805968,24,6,181
2021-01-28,47288036,28,8,158
2021-01-29,48827252,20,11,114
2021-01-30,49111009,36,4,114
2021-01-31,52294240,16,6,118
2021-02-01,47956038,19,6,117
2021-02-02,47751984,20,3,274
2021-02-03,46023094,24,5,196
2021-02-04,45871548,21,4,183
2021-02-05,47099976,14,9,217
2021-02-06,50196523,21,6,178
2021-02-07,50510349,19,6,156
2021-02-08,46531701,12,7,137
2021-02-09,46701946,35,16,186
2021-02-10,47039630,33,6,137
2021-02-11,49603543,20,7,141
2021-02-12,49069470,24,9,208
2021-02-13,57140339,19,11,167
2021-02-14,60553282,19,8,111
2021-02-15,48201713,24,5,187
2021-02-16,47369765,13,6,125
2021-02-17,47620779,24,8,109
2021-02-18,49113618,15,13,199
2021-02-19,46849945,31,10,182
2021-02-20,48982831,14,4,130
2021-02-21,50946800,60,13,147
2021-02-22,49914600,44,7,132
2021-02-23,50403507,22,12,155
2021-02-24,47344087,28,11,189
2021-02-25,46622637,26,11,160
2021-02-26,47707935,23,11,191
2021-02-27,53134736,39,7,385
2021-02-28,52436933,25,5,219
2021-03-01,47812093,22,8,206
2021-03-02,46234750,30,6,111
2021-03-03,46351046,20,4,163
2021-03-04,46628035,25,7,148
2021-03-05,48030197,22,11,293
2021-03-06,50033850,14,4,178
2021-03-07,51311969,20,7,112
2021-03-08,47083410,17,4,98
2021-03-09,47145816,26,2,114
2021-03-10,48372387,39,4,289
2021-03-11,46546285,34,8,310
